-1,-1,-1,-1,-1,-1,14,15,-1,-1,14,453,-1,-1,-1,-1,-1,-1,-1,-1,580,519,14,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,22,23,-1,-1,14,453,-1,-1,-1,-1,-1,-1,-1,-1,455,14,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,453,-1,-1,-1,-1,-1,-1,-1,-1,455,14,-1,-1,-1,-1,-1,-1,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,14,15,-1,-1,-1,-1,-1,14,453,-1,-1,-1,-1,-1,-1,-1,-1,455,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,15,-1,-1,-1
-1,-1,-1,22,23,-1,-1,-1,-1,-1,14,517,581,-1,-1,-1,-1,-1,-1,-1,455,14,-1,-1,-1,-1,-1,-1,-1,-1,14,15,-1,-1,-1,22,23,-1,-1,-1
-1,-1,-1,50,-1,-1,-1,63,-1,-1,-1,-1,453,-1,-1,-1,-1,-1,-1,-1,455,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,23,-1,-1,-1,-1,-1,-1,-1,-1
-1,56,-1,-1,-1,-1,-1,71,-1,-1,-1,-1,453,-1,-1,-1,-1,-1,-1,580,519,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,197,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,517,581,-1,-1,-1,-1,-1,455,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,197,-1,-1,197,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,14,15,-1,-1,453,-1,-1,-1,-1,-1,455,-1,-1,-1,-1,-1,-1,-1,-1,194,197,197,67,-1,-1,-1,-1,-1,67,-1,-1
-1,14,15,-1,-1,-1,-1,-1,-1,22,23,-1,-1,453,-1,-1,-1,-1,-1,455,-1,-1,-1,-1,-1,-1,-1,67,-1,192,-1,-1,-1,-1,-1,-1,-1,192,-1,-1
-1,22,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,453,-1,-1,-1,-1,-1,455,-1,-1,-1,-1,-1,-1,-1,-1,-1,192,-1,-1,66,3303,3303,66,-1,192,-1,-1
-1,-1,-1,155,-1,-1,-1,-1,-1,-1,-1,-1,-1,517,581,-1,-1,-1,-1,455,-1,-1,-1,-1,-1,-1,-1,-1,-1,192,155,-1,-1,-1,-1,-1,-1,192,-1,-1
-1,-1,-1,163,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,453,-1,-1,-1,-1,455,-1,-1,-1,-1,-1,-1,14,15,-1,-1,163,-1,-1,-1,-1,-1,-1,192,-1,-1
-1,-1,50,-1,-1,-1,-1,-1,68,-1,-1,-1,-1,-1,453,-1,-1,-1,-1,455,-1,-1,-1,65,-1,-1,22,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,15,-1
-1,-1,-1,-1,-1,56,-1,-1,-1,-1,-1,-1,-1,-1,453,-1,-1,-1,-1,455,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,203,-1,-1,-1,22,23,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,280,265,265,265,265,265,266,-1,-1,-1,-1,-1,-1,-1,-1,67,50,-1,-1,-1,-1,66,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,50,-1,-1,-1,-1,-1,-1,273,273,273,273,273,273,273,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,14,15,-1,-1,-1,-1,14,15,-1,-1,-1,-1,272,273,273,273,273,273,273,-1,-1,50,-1,-1,-1,-1,-1,14,15,-1,-1,-1,-1,-1,-1,-1,67,-1
-1,-1,22,23,-1,-1,-1,-1,22,23,-1,-1,-1,-1,280,281,281,281,281,281,282,-1,-1,-1,-1,-1,-1,-1,-1,22,23,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,453,-1,-1,454,454,644,391,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,517,581,-1,-1,454,454,455,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,517,581,-1,454,454,455,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,453,-1,-1,-1,644,391,-1,-1,-1,-1,46,47,-1,-1,-1,-1,-1,-1,-1,14,15,-1,-1
-1,-1,-1,-1,-1,-1,46,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,453,454,-1,-1,-1,644,391,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,23,-1,50
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,517,581,-1,-1,-1,-1,455,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,14,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,453,-1,-1,-1,-1,455,-1,-1,-1,-1,-1,-1,62,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,22,23,-1,-1,-1,-1,-1,14,15,-1,-1,-1,-1,-1,-1,-1,-1,517,581,-1,-1,-1,644,391,-1,-1,-1,14,15,-1,-1,-1,-1,-1,-1,-1,155,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,22,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,453,-1,-1,-1,-1,455,14,-1,-1,22,23,-1,-1,68,-1,-1,-1,-1,163,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,-1,-1,-1,-1,-1,-1,517,581,-1,-1,-1,644,391,14,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,517,581,-1,-1,-1,644,391,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
